harvest_year,strip,section,plot,section_1926-67,fertilizer_code,cropping,previous_crop,fym_factor_level,fym_applied,fym_date,castor_meal_factor_level,castor_meal_n_applied,castor_meal_date,n_factor_level,spring_n_kg/ha,spring_n_date,total_fertilizer_n_amount,p_factor_level,p_amount,p_date,k_factor_level,k_amount,k_date,na_factor_level,na_amount,na_date,mg_factor_level,mg_amount,mg_date,sow_date,harvest_date,cultivar,tgw,grain,straw,note
2018,16,7,16\7,IV,N6(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2018-04-25,nil,0,*,Mg,12.000,2018-04-24,2017-10-10,2018-08-14,Tundra,408.500,4.360,2.100,"4,5"
2018,17,7,17\7,IV,N1+4+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2017-09-20,K,90,2018-04-25,nil,0,*,Mg,12.000,2018-04-24,2017-10-10,2018-08-14,Tundra,438.000,4.450,2.460,"4,5"
2018,18,7,18\7,IV,N1+2+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2017-09-20,K,90,2018-04-25,nil,0,*,Mg,12.000,2018-04-24,2017-10-10,2018-08-14,Tundra,458.000,4.760,2.730,"4,5"
2018,19,7,19\7,IV,N1+1+1 KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,K,90,2018-04-25,nil,0,*,Mg,12.000,2018-04-24,2017-10-10,2018-08-14,Tundra,468.000,3.400,1.830,"4,5"
2019,1,2,1\2,II,(FYM) N4 ,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,375.000,3.120,3.030,*
2019,21,2,21\2,II,FYM N3,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,454.000,3.080,5.170,10
2019,22,2,22\2,II,FYM,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,370.500,2.990,5.250,11
2019,3,2,3\2,II,Nil,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,384.500,0.670,0.070,*
2019,5,2,5\2,II,(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,353.000,2.900,2.020,*
2019,6,2,6\2,II,N1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,335.500,3.640,2.790,*
2019,7,2,7\2,II,N2(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,369.000,3.720,2.650,*
2019,8,2,8\2,II,N3(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,336.000,3.190,2.840,*
2019,9,2,9\2,II,N4(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,354.000,2.800,2.120,*
2019,10,2,10\2,II,N4,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,357.000,0.400,0.060,*
2019,11,2,11\2,II,N4PMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2018-09-12,nil,0,*,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,330.000,0.030,0.000,12
2019,12,2,12\2,II,N1+3+1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,296.000,3.050,2.520,*
2019,13,2,13\2,II,N4PK,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2018-09-12,K,90,2019-05-21,nil,0,*,nil,0.000,*,2018-10-03,2019-08-30,Tundra,351.500,3.330,3.010,*
2019,14,2,14\2,II,N4PK*(Mg*),winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2018-09-12,K*,90,2018-09-12,nil,0,*,(Mg*),0.000,*,2018-10-03,2019-08-30,Tundra,384.500,2.680,2.750,*
2019,15,2,15\2,II,N5(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,326.000,3.370,2.740,*
2019,16,2,16\2,II,N6(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,328.500,3.400,2.830,*
2019,17,2,17\2,II,N1+4+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2018-09-12,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,371.000,2.960,3.390,*
2019,18,2,18\2,II,N1+2+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2018-09-12,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,398.500,3.370,2.660,*
2019,19,2,19\2,II,N1+1+1 KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,K,90,2019-05-21,nil,0,*,Mg,12.000,2019-05-20,2018-10-03,2019-08-30,Tundra,404.000,2.030,1.730,*
2020,1,4,1\4,III,(FYM) N4 ,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,464.000,4.340,1.300,*
2020,21,4,21\4,III,FYM N3,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,454.000,5.120,2.010,10
2020,22,4,22\4,III,FYM,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,548.500,5.500,2.250,11
2020,3,4,3\4,III,Nil,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,447.500,0.830,0.290,*
2020,5,4,5\4,III,(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,450.000,1.630,0.090,*
2020,6,4,6\4,III,N1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,503.500,3.030,0.760,*
2020,7,4,7\4,III,N2(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,486.000,3.580,1.360,*
2020,8,4,8\4,III,N3(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,508.000,3.750,1.000,*
2020,9,4,9\4,III,N4(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,472.500,3.630,0.760,*
2020,10,4,10\4,III,N4,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,359.500,0.910,0.330,*
2020,11,4,11\4,III,N4PMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2019-09-18,nil,0,*,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,355.500,0.140,0.140,*
2020,12,4,12\4,III,N1+3+1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,431.500,2.690,0.510,*
2020,13,4,13\4,III,N4PK,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2019-09-18,K,90,2020-07-16,nil,0,*,nil,0.000,*,2020-03-26,2020-09-06,Tundra,428.500,3.390,0.510,*
2020,14,4,14\4,III,N4PK*(Mg*),winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2019-09-18,K*,90,2019-09-18,nil,0,*,(Mg*),0.000,*,2020-03-26,2020-09-06,Tundra,443.500,3.280,0.810,*
2020,15,4,15\4,III,N5(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,422.500,2.960,0.600,*
2020,16,4,16\4,III,N6(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,407.500,2.610,0.340,*
2020,17,4,17\4,III,N1+4+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2019-09-18,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,458.500,3.310,0.550,*
2020,18,4,18\4,III,N1+2+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2019-09-18,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,476.000,3.850,0.660,*
2020,19,4,19\4,III,N1+1+1 KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,K,90,2020-07-16,nil,0,*,Mg,12.000,2020-06-25,2020-03-26,2020-09-06,Tundra,471.500,2.600,0.660,*
2021,1,5,1\5,III,(FYM) N4 ,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,578.000,4.690,1.630,6
2021,21,5,21\5,III,FYM N3,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,559.500,4.770,1.640,"6,10"
2021,22,5,22\5,III,FYM,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,587.500,4.660,2.190,"6,11"
2021,3,5,3\5,III,Nil,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,521.500,0.320,1.580,6
2021,5,5,5\5,III,(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,564.500,3.040,1.860,6
2021,6,5,6\5,III,N1(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,550.000,2.590,1.510,6
2021,7,5,7\5,III,N2(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,552.000,3.150,1.080,6
2021,8,5,8\5,III,N3(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,537.500,2.100,1.410,6
2021,9,5,9\5,III,N4(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,540.000,1.890,1.430,6
2021,10,5,10\5,III,N4,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,492.000,0.370,0.330,6
2021,11,5,11\5,III,N4(P*)Mg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,nil,0,*,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,396.000,0.130,0.920,"6,8,9"
2021,12,5,12\5,III,N1+3+1(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,552.000,2.400,1.890,6
2021,13,5,13\5,III,N4(P*)K,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,K,90,2021-05-14,nil,0,*,nil,0.000,*,2021-03-09,2021-09-06,Tundra,562.000,2.540,2.350,"6,9"
2021,14,5,14\5,III,N4(P*)K*(Mg*),winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,K*,90,2020-09-22,nil,0,*,(Mg*),0.000,*,2021-03-09,2021-09-06,Tundra,582.000,1.710,2.030,"6,9"
2021,15,5,15\5,III,N5(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,512.500,2.070,2.160,6
2021,16,5,16\5,III,N6(P)KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,531.000,2.100,2.100,6
2021,17,5,17\5,III,N1+4+1 PKMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2020-09-21,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,525.500,1.970,2.660,6
2021,18,5,18\5,III,N1+2+1 PKMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2020-09-21,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,551.000,3.110,2.500,6
2021,19,5,19\5,III,N1+1+1 KMg,winter beans,spring wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,K,90,2021-05-14,nil,0,*,Mg,12.000,2021-05-12,2021-03-09,2021-09-06,Tundra,566.500,2.210,2.850,6
2022,1,3,1\3,II,(FYM) N4 ,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,556.500,5.740,1.600,*
2022,21,3,21\3,II,FYM N3,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,590.500,6.150,1.930,10
2022,22,3,22\3,II,FYM,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,587.000,6.360,3.570,11
2022,3,3,3\3,II,Nil,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,593.500,1.410,0.350,*
2022,5,3,5\3,II,(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,486.000,4.580,1.160,*
2022,6,3,6\3,II,N1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,513.500,5.380,0.740,*
2022,7,3,7\3,II,N2(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,544.000,5.380,2.190,*
2022,8,3,8\3,II,N3(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,514.500,5.620,2.270,*
2022,9,3,9\3,II,N4(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,525.000,5.340,0.580,*
2022,10,3,10\3,II,N4,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,nil,0,*,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,574.500,1.220,1.150,*
2022,11,3,11\3,II,N4(P*)Mg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,nil,0,*,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,491.000,0.240,0.220,*
2022,12,3,12\3,II,N1+3+1(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,514.500,5.200,2.570,*
2022,13,3,13\3,II,N4(P*)K,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,K,90,2022-04-20,nil,0,*,nil,0.000,*,2021-10-14,2022-07-29,Tundra,555.000,5.520,1.250,*
2022,14,3,14\3,II,N4(P*)K*(Mg*),winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P*),0.000,*,K*,90,2021-09-08,nil,0,*,(Mg*),0.000,*,2021-10-14,2022-07-29,Tundra,510.500,4.610,0.890,*
2022,15,3,15\3,II,N5(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,539.000,5.410,1.640,*
2022,16,3,16\3,II,N6(P)KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,(P),0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,540.500,5.640,1.930,*
2022,17,3,17\3,II,N1+4+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2021-09-08,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,549.000,5.700,1.300,*
2022,18,3,18\3,II,N1+2+1 PKMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,P,35.000,2021-09-08,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,530.500,5.640,2.620,*
2022,19,3,19\3,II,N1+1+1 KMg,winter beans,winter wheat,nil,0,*,nil,0,*,nil,0,*,0,nil,0.000,*,K,90,2022-04-20,nil,0,*,Mg,12.000,2022-04-22,2021-10-14,2022-07-29,Tundra,543.000,4.580,0.240,*
