year,block,main_plot,sub_plot,rotation_type,rotation_factor_level_code,n_or_c_treatment,sampling_date,soil_depth,bulk_density,percent_total_C,percent_CaCO3_C,percent_soc,percent_total_N,pH_in_water,Olsen_P,K_ex,Ca_ex,Mg_ex,Na_ex,note_id
1979.000,4.000,39/40,2,reseeded grass,Rn,n,1979-05-09 00:00:00,0-23,*,*,*,2.900,*,*,*,*,*,*,*,*
1979.000,4.000,41/42,*,arable,A,*,1979-05-09 00:00:00,0-23,1.011,*,*,1.740,*,*,*,*,*,*,*,*
1979.000,4.000,43/44,*,ley_arable,Ln,*,1979-05-09 00:00:00,0-23,*,*,*,1.870,*,*,*,*,*,*,*,*
1979.000,4.000,45/46,*,ley_arable,Lc,*,1979-05-09 00:00:00,0-23,*,*,*,1.880,*,*,*,*,*,*,*,*
1979.000,4.000,47/48,1,permanent grass,Gn,n,1979-05-09 00:00:00,0-23,0.944,*,*,3.000,*,*,*,*,*,*,*,*
1979.000,4.000,47/48,2,permanent grass,Gc,c,1979-05-09 00:00:00,0-23,0.944,*,*,3.250,*,*,*,*,*,*,*,*
1981.000,1.000,01/02,1,permanent grass,Gn,n,1981-09-29 00:00:00,0-23,0.944,*,*,3.230,*,*,*,*,*,*,*,*
1981.000,1.000,01/02,2,permanent grass,Gc,c,1981-09-29 00:00:00,0-23,0.944,*,*,3.060,*,*,*,*,*,*,*,*
1981.000,1.000,03/04,*,ley_arable,Lu,*,1982-01-05 00:00:00,0-23,*,*,*,1.800,*,*,*,*,*,*,*,*
1981.000,1.000,05/06,1,reseeded grass,Rn,n,1981-09-29 00:00:00,0-23,*,*,*,2.840,*,*,*,*,*,*,*,*
1981.000,1.000,05/06,2,reseeded grass,Rc,c,1981-09-29 00:00:00,0-23,*,*,*,3.360,*,*,*,*,*,*,*,*
1981.000,1.000,07/08,*,ley_arable,Ln,*,1982-01-05 00:00:00,0-23,*,*,*,2.040,*,*,*,*,*,*,*,*
1981.000,1.000,09/10,*,arable,A,*,1982-01-05 00:00:00,0-23,1.015,*,*,1.710,*,*,*,*,*,*,*,*
1981.000,1.000,11/12,*,ley_arable,Lc,*,1982-01-05 00:00:00,0-23,*,*,*,1.900,*,*,*,*,*,*,*,*
1981.000,2.000,13/14,1,reseeded grass,Rpc,c,1981-09-29 00:00:00,0-23,*,*,*,2.380,*,*,*,*,*,*,*,13
1981.000,2.000,13/14,2,reseeded grass,Rpn,n,1981-09-29 00:00:00,0-23,*,*,*,2.600,*,*,*,*,*,*,*,13
1981.000,2.000,15/16,*,ley_arable,Lc,*,1982-01-05 00:00:00,0-23,*,*,*,2.120,*,*,*,*,*,*,*,*
1981.000,2.000,17/18,*,ley_arable,Ln,*,1982-01-05 00:00:00,0-23,*,*,*,2.080,*,*,*,*,*,*,*,*
1981.000,2.000,19/20,*,arable,A,*,1982-01-05 00:00:00,0-23,*,*,*,1.720,*,*,*,*,*,*,*,*
1981.000,2.000,21/22,*,ley_arable,Lu,*,1982-01-05 00:00:00,0-23,*,*,*,1.740,*,*,*,*,*,*,*,*
1981.000,2.000,23/24,1,permanent grass,Gc,c,1981-09-29 00:00:00,0-23,0.944,*,*,3.450,*,*,*,*,*,*,*,*
1981.000,2.000,23/24,2,permanent grass,Gn,n,1981-09-29 00:00:00,0-23,0.944,*,*,3.350,*,*,*,*,*,*,*,*
1981.000,3.000,25/26,*,ley_arable,Lc,*,1982-01-05 00:00:00,0-23,*,*,*,2.180,*,*,*,*,*,*,*,*
1981.000,3.000,27/28,*,arable,A,*,1982-01-05 00:00:00,0-23,*,*,*,1.630,*,*,*,*,*,*,*,*
1981.000,3.000,29/30,*,ley_arable,Ln,*,1982-01-05 00:00:00,0-23,*,*,*,1.980,*,*,*,*,*,*,*,*
1981.000,3.000,31/32,1,reseeded grass,Rpc,c,1981-09-29 00:00:00,0-23,*,*,*,2.200,*,*,*,*,*,*,*,13
1981.000,3.000,31/32,2,reseeded grass,Rpn,n,1981-09-29 00:00:00,0-23,*,*,*,2.360,*,*,*,*,*,*,*,13
1981.000,3.000,33/34,1,permanent grass,[G],*,1981-09-29 00:00:00,0-23,0.944,*,*,3.000,*,*,*,*,*,*,*,7
1981.000,3.000,33/34,2,permanent grass,[G],*,1981-09-29 00:00:00,0-23,0.944,*,*,2.660,*,*,*,*,*,*,*,7
1981.000,3.000,35/36,*,ley_arable,Lu,*,1982-01-05 00:00:00,0-23,*,*,*,1.760,*,*,*,*,*,*,*,*
1981.000,4.000,37/38,*,ley_arable,Lu,*,1982-01-05 00:00:00,0-23,*,*,*,1.750,*,*,*,*,*,*,*,*
1981.000,4.000,39/40,1,reseeded grass,Rc,c,1981-09-29 00:00:00,0-23,*,*,*,3.140,*,*,*,*,*,*,*,*
1981.000,4.000,39/40,2,reseeded grass,Rn,n,1981-09-29 00:00:00,0-23,*,*,*,2.900,*,*,*,*,*,*,*,*
1981.000,4.000,41/42,*,arable,A,*,1982-01-05 00:00:00,0-23,1.015,*,*,1.710,*,*,*,*,*,*,*,*
1981.000,4.000,43/44,*,ley_arable,Ln,*,1982-01-05 00:00:00,0-23,*,*,*,1.780,*,*,*,*,*,*,*,*
1981.000,4.000,45/46,*,ley_arable,Lc,*,1982-01-05 00:00:00,0-23,*,*,*,1.840,*,*,*,*,*,*,*,*
1981.000,4.000,47/48,1,permanent grass,Gn,n,1981-09-28 00:00:00,0-23,0.944,*,*,3.130,*,*,*,*,*,*,*,*
1981.000,4.000,47/48,2,permanent grass,Gc,c,1981-09-28 00:00:00,0-23,0.944,*,*,3.120,*,*,*,*,*,*,*,*
1984.000,1.000,01/02,1,permanent grass,Gn,n,1985-04-01 00:00:00,0-23,0.944,*,*,3.420,*,*,*,*,*,*,*,*
1984.000,1.000,01/02,2,permanent grass,Gc,c,1985-04-01 00:00:00,0-23,0.944,*,*,3.620,*,*,*,*,*,*,*,*
1984.000,1.000,03/04,*,ley_arable,Lu,*,1984-09-28 00:00:00,0-23,*,*,*,1.870,*,*,*,*,*,*,*,*
1984.000,1.000,05/06,1,reseeded grass,Rn,n,1985-04-01 00:00:00,0-23,*,*,*,3.400,*,*,*,*,*,*,*,*
1984.000,1.000,05/06,2,reseeded grass,Rc,c,1985-04-01 00:00:00,0-23,*,*,*,3.780,*,*,*,*,*,*,*,*
1984.000,1.000,07/08,*,ley_arable,Ln,*,1984-09-28 00:00:00,0-23,*,*,*,2.040,*,*,*,*,*,*,*,*
1984.000,1.000,09/10,*,arable,A,*,1984-09-28 00:00:00,0-23,1.021,*,*,1.750,*,*,*,*,*,*,*,*
1984.000,1.000,11/12,*,ley_arable,Lc,*,1984-09-28 00:00:00,0-23,*,*,*,2.000,*,*,*,*,*,*,*,*
1984.000,2.000,13/14,1,reseeded grass,Rpc,c,1985-04-01 00:00:00,0-23,*,*,*,2.610,*,*,*,*,*,*,*,13
1984.000,2.000,13/14,2,reseeded grass,Rpn,n,1985-04-01 00:00:00,0-23,*,*,*,2.880,*,*,*,*,*,*,*,13
1984.000,2.000,15/16,*,ley_arable,Lc,*,1984-09-28 00:00:00,0-23,*,*,*,1.980,*,*,*,*,*,*,*,*
1984.000,2.000,17/18,*,ley_arable,Ln,*,1984-09-28 00:00:00,0-23,*,*,*,2.020,*,*,*,*,*,*,*,*
1984.000,2.000,19/20,*,arable,A,*,1984-09-28 00:00:00,0-23,*,*,*,1.680,*,*,*,*,*,*,*,*
1984.000,2.000,21/22,*,ley_arable,Lu,*,1984-09-28 00:00:00,0-23,*,*,*,1.780,*,*,*,*,*,*,*,*
1984.000,2.000,23/24,1,permanent grass,Gc,c,1985-04-01 00:00:00,0-23,0.944,*,*,4.040,*,*,*,*,*,*,*,*
1984.000,2.000,23/24,2,permanent grass,Gn,n,1985-04-01 00:00:00,0-23,0.944,*,*,3.940,*,*,*,*,*,*,*,*
1984.000,3.000,25/26,*,ley_arable,Lc,*,1984-09-28 00:00:00,0-23,*,*,*,1.960,*,*,*,*,*,*,*,*
1984.000,3.000,27/28,*,arable,A,*,1984-09-28 00:00:00,0-23,*,*,*,1.600,*,*,*,*,*,*,*,*
1984.000,3.000,29/30,*,ley_arable,Ln,*,1984-09-28 00:00:00,0-23,*,*,*,1.980,*,*,*,*,*,*,*,*
1984.000,3.000,31/32,1,reseeded grass,Rpc,c,1985-04-01 00:00:00,0-23,*,*,*,2.400,*,*,*,*,*,*,*,13
1984.000,3.000,31/32,2,reseeded grass,Rpn,n,1985-04-01 00:00:00,0-23,*,*,*,2.760,*,*,*,*,*,*,*,13
1984.000,3.000,33/34,1,permanent grass,[G],*,1985-04-01 00:00:00,0-23,0.944,*,*,3.340,*,*,*,*,*,*,*,7
1984.000,3.000,33/34,2,permanent grass,[G],*,1985-04-01 00:00:00,0-23,0.944,*,*,3.200,*,*,*,*,*,*,*,7
1984.000,3.000,35/36,*,ley_arable,Lu,*,1984-09-28 00:00:00,0-23,*,*,*,1.780,*,*,*,*,*,*,*,*
1984.000,4.000,37/38,*,ley_arable,Lu,*,1984-09-28 00:00:00,0-23,*,*,*,1.810,*,*,*,*,*,*,*,*
1984.000,4.000,39/40,1,reseeded grass,Rc,c,1985-04-01 00:00:00,0-23,*,*,*,3.540,*,*,*,*,*,*,*,*
1984.000,4.000,39/40,2,reseeded grass,Rn,n,1985-04-01 00:00:00,0-23,*,*,*,3.480,*,*,*,*,*,*,*,*
1984.000,4.000,41/42,*,arable,A,*,1984-09-28 00:00:00,0-23,1.021,*,*,1.700,*,*,*,*,*,*,*,*
1984.000,4.000,43/44,*,ley_arable,Ln,*,1984-09-28 00:00:00,0-23,*,*,*,1.860,*,*,*,*,*,*,*,*
1984.000,4.000,45/46,*,ley_arable,Lc,*,1984-09-28 00:00:00,0-23,*,*,*,1.940,*,*,*,*,*,*,*,*
1984.000,4.000,47/48,1,permanent grass,Gn,n,1985-04-01 00:00:00,0-23,0.944,*,*,3.400,*,*,*,*,*,*,*,*
1984.000,4.000,47/48,2,permanent grass,Gc,c,1985-04-01 00:00:00,0-23,0.944,*,*,3.560,*,*,*,*,*,*,*,*
1987.000,1.000,01/02,1,permanent grass,Gn,n,1987-09-10 00:00:00,0-23,0.944,*,*,3.210,0.295,*,*,*,*,*,*,*
1987.000,1.000,01/02,2,permanent grass,Gc,c,1987-09-10 00:00:00,0-23,0.944,*,*,3.060,0.285,*,*,*,*,*,*,*
1987.000,1.000,03/04,*,ley_arable,Lu,*,1987-09-10 00:00:00,0-23,*,*,*,1.830,0.180,*,*,*,*,*,*,*
1987.000,1.000,05/06,1,reseeded grass,Rn,n,1987-09-10 00:00:00,0-23,*,*,*,3.030,0.297,*,*,*,*,*,*,*
1987.000,1.000,05/06,2,reseeded grass,Rc,c,1987-09-10 00:00:00,0-23,*,*,*,3.170,0.304,*,*,*,*,*,*,*
1987.000,1.000,07/08,*,ley_arable,Ln,*,1987-09-10 00:00:00,0-23,*,*,*,1.970,0.195,*,*,*,*,*,*,*
1987.000,1.000,09/10,*,arable,A,*,1987-09-10 00:00:00,0-23,1.028,*,*,1.700,0.172,*,*,*,*,*,*,*
1987.000,1.000,11/12,*,ley_arable,Lc,*,1987-09-10 00:00:00,0-23,*,*,*,1.880,0.185,*,*,*,*,*,*,*
1987.000,2.000,13/14,1,reseeded grass,Rpc,c,1987-09-10 00:00:00,0-23,*,*,*,2.470,0.248,*,*,*,*,*,*,13
1987.000,2.000,13/14,2,reseeded grass,Rpn,n,1987-09-10 00:00:00,0-23,*,*,*,2.670,0.270,*,*,*,*,*,*,13
1987.000,2.000,15/16,*,ley_arable,Lc,*,1987-09-10 00:00:00,0-23,*,*,*,2.090,0.210,*,*,*,*,*,*,*
1987.000,2.000,17/18,*,ley_arable,Ln,*,1987-09-10 00:00:00,0-23,*,*,*,2.100,0.204,*,*,*,*,*,*,*
1987.000,2.000,19/20,*,arable,A,*,1987-09-10 00:00:00,0-23,*,*,*,1.710,0.173,*,*,*,*,*,*,*
1987.000,2.000,21/22,*,ley_arable,Lu,*,1987-09-10 00:00:00,0-23,*,*,*,1.830,0.187,*,*,*,*,*,*,*
1987.000,2.000,23/24,1,permanent grass,Gc,c,1987-09-10 00:00:00,0-23,0.944,*,*,3.620,0.329,*,*,*,*,*,*,*
1987.000,2.000,23/24,2,permanent grass,Gn,n,1987-09-10 00:00:00,0-23,0.944,*,*,3.200,0.319,*,*,*,*,*,*,*
1987.000,3.000,25/26,*,ley_arable,Lc,*,1987-09-10 00:00:00,0-23,*,*,*,2.030,0.209,*,*,*,*,*,*,*
1987.000,3.000,27/28,*,arable,A,*,1987-09-10 00:00:00,0-23,*,*,*,1.680,0.173,*,*,*,*,*,*,*
1987.000,3.000,29/30,*,ley_arable,Ln,*,1987-09-10 00:00:00,0-23,*,*,*,1.990,0.195,*,*,*,*,*,*,*
1987.000,3.000,31/32,1,reseeded grass,Rpc,c,1987-09-10 00:00:00,0-23,*,*,*,2.220,0.225,*,*,*,*,*,*,13
1987.000,3.000,31/32,2,reseeded grass,Rpn,n,1987-09-10 00:00:00,0-23,*,*,*,2.520,0.256,*,*,*,*,*,*,13
1987.000,3.000,33/34,1,permanent grass,[G],*,1987-09-10 00:00:00,0-23,0.944,*,*,3.230,0.295,*,*,*,*,*,*,7
1987.000,3.000,33/34,2,permanent grass,[G],*,1987-09-10 00:00:00,0-23,0.944,*,*,2.950,0.280,*,*,*,*,*,*,7
1987.000,3.000,35/36,*,ley_arable,Lu,*,1987-09-10 00:00:00,0-23,*,*,*,1.840,0.186,*,*,*,*,*,*,*
1987.000,4.000,37/38,*,ley_arable,Lu,*,1987-09-10 00:00:00,0-23,*,*,*,1.810,0.184,*,*,*,*,*,*,*
1987.000,4.000,39/40,1,reseeded grass,Rc,c,1987-09-10 00:00:00,0-23,*,*,*,3.360,0.311,*,*,*,*,*,*,*
1987.000,4.000,39/40,2,reseeded grass,Rn,n,1987-09-10 00:00:00,0-23,*,*,*,3.150,0.295,*,*,*,*,*,*,*
1987.000,4.000,41/42,*,arable,A,*,1987-09-10 00:00:00,0-23,1.028,*,*,1.650,0.171,*,*,*,*,*,*,*
1987.000,4.000,43/44,*,ley_arable,Ln,*,1987-09-10 00:00:00,0-23,*,*,*,1.750,0.170,*,*,*,*,*,*,*
1987.000,4.000,45/46,*,ley_arable,Lc,*,1987-09-10 00:00:00,0-23,*,*,*,1.810,0.188,*,*,*,*,*,*,*
1987.000,4.000,47/48,1,permanent grass,Gn,n,1987-09-10 00:00:00,0-23,0.944,*,*,2.890,0.289,*,*,*,*,*,*,*
1987.000,4.000,47/48,2,permanent grass,Gc,c,1987-09-10 00:00:00,0-23,0.944,*,*,3.090,0.289,*,*,*,*,*,*,*
2000.000,1.000,09/10,*,arable,A,*,2000-08-31 00:00:00,0-23,1.056,1.780,0.000,1.780,0.169,6.030,33.000,165.000,2480.000,56.000,35.000,*
2000.000,2.000,19/20,*,arable,A,*,2000-08-31 00:00:00,0-23,*,1.680,0.000,1.680,0.157,6.470,40.000,174.000,2690.000,47.000,20.000,*
2000.000,3.000,27/28,*,arable,A,*,2000-08-31 00:00:00,0-23,*,1.610,0.000,1.610,0.158,6.440,37.000,173.000,2760.000,49.000,17.000,*
2000.000,4.000,41/42,*,arable,A,*,2000-08-31 00:00:00,0-23,1.056,1.690,0.000,1.690,0.157,5.960,35.000,161.000,2270.000,50.000,16.000,*
2000.000,1.000,01/02,2,permanent grass,Gc,c,2001-05-10 00:00:00,0-23,0.944,2.980,0.010,2.970,0.251,5.940,54.000,374.000,3510.000,61.000,13.000,10
2000.000,2.000,23/24,1,permanent grass,Gc,c,2001-05-10 00:00:00,0-23,0.944,3.560,0.010,3.550,0.298,6.260,58.000,335.000,4000.000,56.000,19.000,10
2000.000,4.000,47/48,2,permanent grass,Gc,c,2001-05-10 00:00:00,0-23,0.944,3.360,0.000,3.360,0.282,5.880,60.000,327.000,3260.000,61.000,14.000,10
2008.000,1.000,01/02,*,permanent grass,Gc,*,2008-04-02 00:00:00,0-23,0.944,3.350,0.000,3.350,0.313,6.150,36.000,251.537,3320.000,49.607,13.852,*
2008.000,1.000,03/04,*,ley_arable,Lc (Lu),*,2008-04-02 00:00:00,0-23,*,2.060,0.000,2.060,0.204,6.100,30.000,224.227,2670.000,50.387,14.489,*
2008.000,1.000,05/06,*,reseeded grass,Rc,*,2008-04-02 00:00:00,0-23,*,3.510,0.010,3.500,0.332,6.395,36.000,256.815,3360.000,47.322,12.850,11
2008.000,1.000,07/08,*,ley_arable,Lc (Ln),*,2008-04-02 00:00:00,0-23,*,2.240,0.010,2.230,0.218,6.295,29.000,175.767,2500.000,39.261,14.275,*
2008.000,1.000,09/10,*,arable,A,*,2008-09-04 00:00:00,0-23,1.073,1.560,0.000,1.560,0.159,6.175,24.000,152.325,2410.000,48.246,12.542,11
2008.000,1.000,11/12,*,ley_arable,Lc (Lc),*,2008-04-02 00:00:00,0-23,*,2.090,0.000,2.090,0.212,6.380,30.000,257.651,2710.000,46.420,16.421,*
2008.000,2.000,13/14,*,reseeded grass,Rpc,*,2008-04-02 00:00:00,0-23,*,2.910,0.000,2.910,0.286,6.360,33.000,172.770,3310.000,53.167,15.853,"11,13"
2008.000,2.000,15/16,*,ley_arable,Lc (Lc),*,2008-04-02 00:00:00,0-23,*,2.000,0.000,2.000,0.208,5.940,28.000,195.189,2360.000,41.283,9.571,*
2008.000,2.000,17/18,*,ley_arable,Lc (Ln),*,2008-04-02 00:00:00,0-23,*,1.980,0.000,1.980,0.201,6.280,26.000,191.716,2710.000,40.920,11.919,*
2008.000,2.000,19/20,*,arable,A,*,2008-09-04 00:00:00,0-23,*,1.500,0.000,1.500,0.159,6.430,29.000,170.137,2660.000,46.468,10.323,11
2008.000,2.000,21/22,*,ley_arable,Lc (Lu),*,2008-04-02 00:00:00,0-23,*,1.850,0.000,1.850,0.182,6.115,24.000,179.616,2500.000,40.575,11.094,*
2008.000,2.000,23/24,*,permanent grass,Gc,*,2008-04-02 00:00:00,0-23,0.944,3.930,0.010,3.920,0.350,6.530,41.000,249.097,4090.000,54.870,22.776,*
2008.000,3.000,25/26,*,ley_arable,Lc (Lc),*,2008-04-02 00:00:00,0-23,*,1.920,0.000,1.920,0.190,6.220,28.000,224.870,2710.000,45.970,10.450,*
2008.000,3.000,27/28,*,arable,A,*,2008-09-04 00:00:00,0-23,*,1.510,0.000,1.510,0.151,6.515,27.000,170.484,2720.000,46.876,9.814,11
2008.000,3.000,29/30,*,ley_arable,Lc (Ln),*,2008-04-02 00:00:00,0-23,*,1.890,0.000,1.890,0.187,6.250,23.000,170.570,2480.000,35.158,10.570,*
2008.000,3.000,31/32,*,reseeded grass,Rpc,*,2008-04-02 00:00:00,0-23,*,3.050,0.000,3.050,0.277,6.380,33.000,190.315,3200.000,55.815,13.464,"11,13"
2008.000,3.000,33/34,*,permanent grass,[Gc],*,2008-04-02 00:00:00,0-23,0.944,3.310,0.000,3.310,0.311,6.320,27.000,152.423,3400.000,46.398,16.592,7
2008.000,3.000,35/36,*,ley_arable,Lc (Lu),*,2008-04-02 00:00:00,0-23,*,1.780,0.000,1.780,0.180,6.370,32.000,167.847,2410.000,35.356,10.955,*
2008.000,4.000,37/38,*,ley_arable,Lc (Lu),*,2008-04-02 00:00:00,0-23,*,1.890,0.000,1.890,0.185,6.000,31.000,213.092,2330.000,42.817,10.460,*
2008.000,4.000,39/40,*,reseeded grass,Rc,*,2008-04-02 00:00:00,0-23,*,3.510,0.000,3.510,0.321,6.090,47.000,290.600,3030.000,53.420,12.764,11
2008.000,4.000,41/42,*,arable,A,*,2008-09-04 00:00:00,0-23,1.073,1.510,0.000,1.510,0.153,5.935,24.000,139.156,2210.000,43.106,12.425,11
2008.000,4.000,43/44,*,ley_arable,Lc (Ln),*,2008-04-02 00:00:00,0-23,*,2.000,0.000,2.000,0.195,6.300,23.000,183.262,2680.000,44.086,15.940,*
2008.000,4.000,45/46,*,ley_arable,Lc (Lc),*,2008-04-02 00:00:00,0-23,*,1.910,0.000,1.910,0.189,5.995,26.000,208.414,2190.000,41.681,12.045,*
2008.000,4.000,47/48,*,permanent grass,Gc,*,2008-04-02 00:00:00,0-23,0.944,3.380,0.000,3.380,0.312,6.100,48.000,235.026,3240.000,54.994,18.005,*
2011.000,1.000,07/08,*,fallow,F,*,2011-08-22 00:00:00,0-23,*,*,*,2.050,*,*,*,*,*,*,*,12
2011.000,2.000,17/18,*,fallow,F,*,2011-08-22 00:00:00,0-23,*,*,*,1.820,*,*,*,*,*,*,*,12
2011.000,3.000,29/30,*,fallow,F,*,2011-08-22 00:00:00,0-23,*,*,*,1.760,*,*,*,*,*,*,*,12
