harvest_year,crop,previous_crop,plot,sub_plot,sub_sub_plot,old_plot_notation,fertilizer_code,fertilizer_n_amount,fertilizer_n_date,sow_date,harvest_date,cultivar,plot_area,grain_yield,straw_yield,note_id
1944,spring barley,spring barley,10,b,*,10b,N3,117.705,1944-03-28 00:00:00,1944-03-08,1944-09-04,Plumage Archer,0.050,0.712,2.162,*
1945,spring barley,spring barley,10,b,*,10b,N2,78.470,1945-04-03 00:00:00,1945-03-06,1945-08-02,Plumage Archer,0.050,0.582,2.332,*
1946,spring barley,spring barley,10,b,*,10b,N1,39.235,*,1946-03-13,1946-08-15,Plumage Archer,0.050,0.253,1.234,*
1947,fallow,spring barley,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,*
1948,fallow,spring barley,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,*
1949,fallow,spring barley,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,*
1950,spring barley,spring barley,10,b,*,10b,N3,117.705,*,*,*,*,0.050,*,*,1
1951,spring barley,spring barley,10,b,*,10b,N2,78.470,1951-04-23 00:00:00,1951-04-23,1951-09-24,Plumage Archer,0.050,*,*,2
1952,winter barley,spring barley,10,b,*,10b,N1,39.235,03/17/1952,1951-12-03,1952-07-29,Pioneer,0.025,3.564,*,3
1952,spring barley,spring barley,10,b,*,10b,N1,39.235,03/17/1952,1952-03-17,1952-07-29,Plumage Archer,0.025,1.418,2.309,3
1953,spring barley,spring barley,10,b,*,10b,N3,117.705,1953-03-13 00:00:00,1953-03-05,1953-08-17,Plumage Archer,0.025,1.456,1.230,3
1953,winter barley,winter barley,10,b,*,10b,N3,117.705,1953-03-13 00:00:00,1952-10-09,1953-08-17,Pioneer,0.025,1.895,2.021,3
1954,spring barley,spring barley,10,b,*,10b,N2,78.470,1954-04-28 00:00:00,1953-10-25,1954-09-08,Plumage Archer,0.050,*,*,2
1955,spring barley,spring barley,10,b,*,10b,N1,39.235,1952-04-12 00:00:00,1955-04-07,1952-08-24,Plumage Archer,0.050,0.766,0.891,6
1956,fallow,spring barley,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,14
1957,fallow,fallow,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,15
1958,spring barley,spring barley,10,b,*,10b,*,0.000,*,1958-03-21,*,*,0.050,*,*,7
1959,spring barley,spring barley,10,b,*,10b,basalN,114.342,1959-03-25 00:00:00,1959-03-16,1959-08-19,Plumage Archer,0.025,2.134,1.042,8
1959,winter wheat,spring barley,10,b,*,10b,basalN,114.342,1959-03-25 00:00:00,1958-12-05,1959-08-20,Squarehead's Master,0.025,3.213,3.840,8
1960,spring barley,spring barley,10,b,*,10b,basalN,114.342,1960-03-21 00:00:00,1960-03-21,1960-08-30,Plumage Archer,0.025,2.221,1.456,8
1960,winter wheat,winter wheat,10,b,*,10b,basalN,114.342,1960-03-21 00:00:00,1959-10-22,1960-08-31,Squarehead's Master,0.025,3.075,4.192,8
1961,spring barley,spring barley,10,b,x,10b,basalN,114.342,1961-03-09 00:00:00,1961-03-09,1961-08-28,Plumage Archer,0.003,1.217,0.602,"10,12"
1961,spring wheat,winter wheat,10,b,x,10b,basalN,114.342,1961-03-22 00:00:00,1961-03-22,1961-08-28,Jufy I,0.003,1.883,1.431,"10,12"
1961,spring barley,spring barley,10,b,y,10b,*,*,*,*,*,*,*,*,*,9
1961,spring wheat,winter wheat,10,b,y,10b,basalN,114.342,1961-03-22 00:00:00,1961-03-22,1961-08-28,Jufy I,0.003,2.535,1.669,"10,12"
1962,spring oats,spring barley,10,b,x,10b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-28,Condor,0.003,2.723,0.954,*
1962,spring oats,spring wheat,10,b,x,10b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-27,Condor,0.003,3.301,1.343,*
1962,spring oats,spring wheat,10,b,y,10b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-27,Condor,0.003,3.577,1.594,*
1962,spring oats,spring barley,10,b,y,10b,*,*,*,*,*,*,*,*,*,9
1963,fallow,spring oats,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,16
1964,spring beans,spring barley,10,b,x,10b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.003,2.661,*,11
1964,spring beans,spring wheat,10,b,x,10b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.003,3.125,*,11
1964,Microplot experiments,spring barley,10,b,y,10b,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring wheat,10,b,y,10b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.163,*,11
1965,fallow,spring beans,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,10,b,*,10b,*,0.000,*,*,*,*,*,*,*,*
1943,spring barley,spring barley,11,a,*,11a,N2,78.470,1943-06-07 00:00:00,1943-03-12,1943-08-27,Plumage Archer,0.050,0.787,1.977,*
1944,spring barley,spring barley,11,a,*,11a,N1,39.235,1944-03-28 00:00:00,1944-03-08,1944-09-04,Plumage Archer,0.050,0.749,2.495,*
1945,spring barley,spring barley,11,a,*,11a,N3,117.705,1945-04-03 00:00:00,1945-03-06,1945-08-02,Plumage Archer,0.050,0.960,2.401,*
1946,spring barley,spring barley,11,a,*,11a,N2,78.470,*,1946-03-13,1946-08-15,Plumage Archer,0.050,0.874,2.460,*
1947,fallow,spring barley,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,*
1948,fallow,spring barley,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,*
1949,fallow,spring barley,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,*
1950,spring barley,spring barley,11,a,*,11a,N1,39.235,*,*,*,*,0.050,*,*,1
1951,spring barley,spring barley,11,a,*,11a,N3,117.705,1951-04-23 00:00:00,1951-04-23,1951-09-24,Plumage Archer,0.050,*,*,2
1952,winter barley,spring barley,11,a,*,11a,N2,78.470,03/17/1952,1951-12-03,1952-07-29,Pioneer,0.025,3.037,3.050,3
1952,spring barley,spring barley,11,a,*,11a,N2,78.470,03/17/1952,1952-03-17,1952-07-29,Plumage Archer,0.025,1.594,1.933,3
1953,winter barley,winter barley,11,a,*,11a,N1,39.235,1953-03-13 00:00:00,1952-10-09,1953-08-17,Pioneer,0.025,1.920,1.770,3
1953,spring barley,spring barley,11,a,*,11a,N1,39.235,1953-03-13 00:00:00,1953-03-05,1953-08-17,Plumage Archer,0.025,1.519,1.142,3
1954,spring barley,spring barley,11,a,*,11a,N3,117.705,1954-04-28 00:00:00,1953-10-25,1954-09-08,Plumage Archer,0.050,*,*,2
1955,spring barley,spring barley,11,a,*,11a,N2,78.470,1952-04-12 00:00:00,1955-04-07,1952-08-24,Plumage Archer,0.050,1.230,1.493,6
1956,fallow,spring barley,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,14
1957,fallow,fallow,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,15
1958,spring barley,spring barley,11,a,*,11a,*,0.000,*,1958-03-21,*,*,0.050,*,*,7
1959,spring barley,spring barley,11,a,*,11a,basalN,114.342,1959-03-25 00:00:00,1959-03-16,1959-08-19,Plumage Archer,0.025,2.698,1.669,8
1959,winter wheat,spring barley,11,a,*,11a,basalN,114.342,1959-03-25 00:00:00,1958-12-05,1959-08-20,Squarehead's Master,0.025,3.639,4.907,8
1960,spring barley,spring barley,11,a,*,11a,basalN,114.342,1960-03-21 00:00:00,1960-03-21,1960-08-30,Plumage Archer,0.025,2.748,1.795,8
1960,winter wheat,winter wheat,11,a,*,11a,basalN,114.342,1960-03-21 00:00:00,1959-10-22,1960-08-31,Squarehead's Master,0.025,3.125,*,8
1961,spring barley,spring barley,11,a,y,11a,basalN,114.342,1961-03-09 00:00:00,1961-03-09,1961-08-28,Plumage Archer,0.003,2.259,0.816,"10,13"
1961,spring wheat,winter wheat,11,a,y,11a,*,*,*,*,*,*,*,*,*,9
1961,spring wheat,winter wheat,11,a,z,11a,basalN,114.342,1961-03-22 00:00:00,1961-03-22,1961-08-28,Jufy I,0.003,1.230,1.744,"10,13"
1961,spring barley,spring barley,11,a,z,11a,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring barley,11,a,y,11a,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-28,Condor,0.003,3.564,1.694,*
1962,spring oats,spring wheat,11,a,y,11a,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring wheat,11,a,z,11a,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-27,Condor,0.003,3.702,2.246,*
1962,spring oats,spring barley,11,a,z,11a,*,*,*,*,*,*,*,*,*,9
1963,fallow,spring oats,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,16
1964,spring beans,spring barley,11,a,y,11a,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,2.824,*,11
1964,Microplot experiments,spring wheat,11,a,y,11a,*,*,*,*,*,*,*,*,*,9
1964,Microplot experiments,spring barley,11,a,z,11a,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring wheat,11,a,z,11a,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.652,*,11
1965,fallow,spring beans,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,11,a,*,11a,*,0.000,*,*,*,*,*,*,*,*
1943,spring barley,spring barley,11,b,1,11b,N2,78.470,1943-06-07 00:00:00,1943-03-12,1943-08-27,Plumage Archer,0.017,1.386,2.843,*
1944,spring barley,spring barley,11,b,1,11b,N1,39.235,1944-03-28 00:00:00,1944-03-08,1944-09-04,Plumage Archer,0.017,1.004,2.835,*
1945,spring barley,spring barley,11,b,1,11b,N3,117.705,1945-04-03 00:00:00,1945-03-06,1945-08-02,Plumage Archer,0.017,1.127,3.316,*
1946,spring barley,spring barley,11,b,1,11b,N2,78.470,*,1946-03-13,1946-08-15,Plumage Archer,0.017,0.848,2.781,*
1947,fallow,spring barley,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,*
1948,fallow,spring barley,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,*
1949,fallow,spring barley,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,*
1950,spring barley,spring barley,11,b,1,11b,N1,39.235,*,*,*,*,0.017,*,*,1
1951,spring barley,spring barley,11,b,1,11b,N3,117.705,1951-04-23 00:00:00,1951-04-23,1951-09-24,Plumage Archer,0.017,0.653,*,2
1952,winter barley,spring barley,11,b,1,11b ,N2,78.470,03/17/1952,1951-12-03,1952-07-29,Pioneer,0.008,4.681,5.108,3
1952,spring barley,spring barley,11,b,1,11b ,N2,78.470,03/17/1952,1952-03-17,1952-07-29,Plumage Archer,0.008,0.828,1.280,3
1953,winter barley,winter barley,11,b,1,11b ,N1,39.235,1953-03-13 00:00:00,1952-10-09,1953-08-17,Pioneer,0.008,2.548,2.635,3
1953,spring barley,spring barley,11,b,1,11b ,N1,39.235,1953-03-13 00:00:00,1953-03-05,1953-08-17,Plumage Archer,0.008,1.782,1.519,3
1954,spring barley,spring barley,11,b,1,11b ,N3,117.705,1954-04-28 00:00:00,1953-10-25,1954-09-08,Plumage Archer,0.017,2.698,3.326,*
1955,spring barley,spring barley,11,b,1,11b ,N2,78.470,1952-04-12 00:00:00,1955-04-07,1952-08-24,Plumage Archer,0.017,2.485,2.811,6
1956,fallow,spring barley,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,14
1957,fallow,fallow,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,15
1958,spring barley,spring barley,11,b,1,11b ,*,0.000,*,1958-03-21,*,*,0.017,*,*,7
1959,spring barley,spring barley,11,b,*,11b,basalN,114.342,1959-03-25 00:00:00,1959-03-16,1959-08-19,Plumage Archer,0.025,3.238,2.083,8
1959,winter wheat,spring barley,11,b,*,11b,basalN,114.342,1959-03-25 00:00:00,1958-12-05,1959-08-20,Squarehead's Master,0.025,3.941,5.196,8
1960,spring barley,spring barley,11,b,*,11b,basalN,114.342,1960-03-21 00:00:00,1960-03-21,1960-08-30,Plumage Archer,0.025,2.736,1.669,8
1960,winter wheat,winter wheat,11,b,*,11b,basalN,114.342,1960-03-21 00:00:00,1959-10-22,1960-08-31,Squarehead's Master,0.025,3.075,5.535,8
1963,fallow,spring oats,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,16
1965,fallow,spring beans,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,11,b,1,11b,*,0.000,*,*,*,*,*,*,*,*
1943,spring barley,spring barley,11,b,2,11b,N3,117.705,1943-06-07 00:00:00,1943-03-12,1943-08-27,Plumage Archer,0.017,0.896,2.325,*
1944,spring barley,spring barley,11,b,2,11b,N2,78.470,1944-03-28 00:00:00,1944-03-08,1944-09-04,Plumage Archer,0.017,0.677,2.316,*
1945,spring barley,spring barley,11,b,2,11b,N1,39.235,1945-04-03 00:00:00,1945-03-06,1945-08-02,Plumage Archer,0.017,0.815,2.565,*
1946,spring barley,spring barley,11,b,2,11b,N3,117.705,*,1946-03-13,1946-08-15,Plumage Archer,0.017,1.404,3.674,*
1947,fallow,spring barley,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,*
1948,fallow,spring barley,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,*
1949,fallow,spring barley,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,*
1950,spring barley,spring barley,11,b,2,11b,N2,78.470,*,*,*,*,0.017,*,*,1
1951,spring barley,spring barley,11,b,2,11b,N1,39.235,1951-04-23 00:00:00,1951-04-23,1951-09-24,Plumage Archer,0.017,0.979,*,2
1952,winter barley,spring barley,11,b,2,11b ,N3,117.705,03/17/1952,1951-12-03,1952-07-29,Pioneer,0.008,4.229,5.083,3
1952,spring barley,spring barley,11,b,2,11b ,N3,117.705,03/17/1952,1952-03-17,1952-07-29,Plumage Archer,0.008,0.816,1.870,3
1953,winter barley,winter barley,11,b,2,11b ,N2,78.470,1953-03-13 00:00:00,1952-10-09,1953-08-17,Pioneer,0.008,3.313,3.564,3
1953,spring barley,spring barley,11,b,2,11b ,N2,78.470,1953-03-13 00:00:00,1953-03-05,1953-08-17,Plumage Archer,0.008,2.472,2.246,3
1954,spring barley,spring barley,11,b,2,11b ,N1,39.235,1954-04-28 00:00:00,1953-10-25,1954-09-08,Plumage Archer,0.017,2.849,3.288,*
1955,spring barley,spring barley,11,b,2,11b ,N3,117.705,1952-04-12 00:00:00,1955-04-07,1952-08-24,Plumage Archer,0.017,2.811,3.250,6
1956,fallow,spring barley,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,14
1957,fallow,fallow,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,15
1958,spring barley,spring barley,11,b,2,11b ,*,0.000,*,1958-03-21,*,*,0.017,*,*,7
1963,fallow,spring oats,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,16
1965,fallow,spring beans,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,11,b,2,11b,*,0.000,*,*,*,*,*,*,*,*
1943,spring barley,spring barley,11,b,3,11b,N1,39.235,1943-06-07 00:00:00,1943-03-12,1943-08-27,Plumage Archer,0.017,0.679,2.773,*
1944,spring barley,spring barley,11,b,3,11b,N3,117.705,1944-03-28 00:00:00,1944-03-08,1944-09-04,Plumage Archer,0.017,1.336,2.852,*
1945,spring barley,spring barley,11,b,3,11b,N2,78.470,1945-04-03 00:00:00,1945-03-06,1945-08-02,Plumage Archer,0.017,1.218,2.945,*
1946,spring barley,spring barley,11,b,3,11b,N1,39.235,*,1946-03-13,1946-08-15,Plumage Archer,0.017,1.320,2.898,*
1947,fallow,spring barley,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
1948,fallow,spring barley,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
1949,fallow,spring barley,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
1950,spring barley,spring barley,11,b,3,11b,N3,117.705,*,*,*,*,0.017,*,*,1
1951,spring barley,spring barley,11,b,3,11b,N2,78.470,1951-04-23 00:00:00,1951-04-23,1951-09-24,Plumage Archer,0.017,1.092,*,2
1952,winter barley,spring barley,11,b,3,11b ,N1,39.235,03/17/1952,1951-12-03,1952-07-29,Pioneer,0.008,3.602,3.539,3
1952,spring barley,spring barley,11,b,3,11b ,N1,39.235,03/17/1952,1952-03-17,1952-07-29,Plumage Archer,0.008,1.205,2.598,3
1953,winter barley,winter barley,11,b,3,11b ,N3,117.705,1953-03-13 00:00:00,1952-10-09,1953-08-17,Pioneer,0.008,3.903,4.330,3
1953,spring barley,spring barley,11,b,3,11b ,N3,117.705,1953-03-13 00:00:00,1953-03-05,1953-08-17,Plumage Archer,0.008,3.062,2.761,3
1954,spring barley,spring barley,11,b,3,11b ,N2,78.470,1954-04-28 00:00:00,1953-10-25,1954-09-08,Plumage Archer,0.017,3.012,3.389,*
1955,spring barley,spring barley,11,b,3,11b ,N1,39.235,1952-04-12 00:00:00,1955-04-07,1952-08-24,Plumage Archer,0.017,1.468,1.594,6
1956,fallow,spring barley,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,14
1957,fallow,fallow,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,15
1958,spring barley,spring barley,11,b,3,11b ,*,0.000,*,1958-03-21,*,*,0.017,*,*,7
1963,fallow,spring oats,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,16
1961,spring barley,spring barley,11,b,y,11b,basalN,114.342,1961-03-09 00:00:00,1961-03-09,1961-08-28,Plumage Archer,0.003,2.397,1.230,"10,13"
1961,spring wheat,winter wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,9
1961,spring wheat,winter wheat,11,b,z,11b,basalN,114.342,1961-03-22 00:00:00,1961-03-22,1961-08-28,Jufy I,0.003,1.569,2.435,"10,13"
1961,spring barley,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring barley,11,b,y,11b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-28,Condor,0.003,3.715,1.757,*
1962,spring oats,spring wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,9
1962,spring oats,spring wheat,11,b,z,11b,basalN,62.776,1962-02-24 00:00:00,1962-02-24,1962-08-27,Condor,0.003,4.254,1.795,*
1962,spring oats,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring barley,11,b,y,11b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.188,*,11
1964,Microplot experiments,spring wheat,11,b,y,11b,*,*,*,*,*,*,*,*,*,9
1964,Microplot experiments,spring barley,11,b,z,11b,*,*,*,*,*,*,*,*,*,9
1964,spring beans,spring wheat,11,b,z,11b,*,0.000,*,1964-03-13,1964-09-01,Minor Tick,0.006,3.665,*,11
1965,fallow,spring beans,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
1966,fallow,spring beans,11,b,3,11b,*,0.000,*,*,*,*,*,*,*,*
