harvest_year,crop,plot,sub_plot,sub_sub_plot,old_plot_notation,fertilizer_code,fertilizer_n_amount,fertilizer_n_date,sow_date,harvest_date,cultivar,plot_area,bushel_weight,hectolitre_weight,grain_yield,straw_yield,note_id
1935,fallow,5,b,*,5b,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,6,*,*,6,None,0.000,*,*,*,*,0.101,*,*,*,*,1.000
1935,fallow,7,*,*,7,None,0.000,*,*,*,*,0.101,*,*,*,*,1.000
1935,fallow,8,a,i,8a,None,0.000,*,*,*,*,0.025,*,*,*,*,1.000
1935,fallow,8,a,ii,8aa,None,0.000,*,*,*,*,0.025,*,*,*,*,1.000
1935,fallow,8,b,i,8b,None,0.000,*,*,*,*,0.025,*,*,*,*,1.000
1935,fallow,8,b,ii,8bb,None,0.000,*,*,*,*,0.025,*,*,*,*,1.000
1935,fallow,9,a,*,9a,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,9,b,*,9b,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,10,a,*,10a,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,10,b,*,10b,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,11,a,*,11a,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1935,fallow,11,b,*,11b,None,0.000,*,*,*,*,0.051,*,*,*,*,1.000
1936,winter wheat,1,*,*,1,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.101,25.447,69.969,0.681,1.487,6.000
1936,winter wheat,2,a,i,2a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,*,*,0.000,0.000,6.000
1936,winter wheat,2,a,ii,2aa,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,27.216,74.833,0.800,1.243,6.000
1936,winter wheat,2,b,i,2b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,27.216,74.833,0.932,1.443,6.000
1936,winter wheat,2,b,ii,2bb,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,27.443,75.457,0.689,1.153,6.000
1936,winter wheat,3,a,*,3a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.536,72.962,0.910,1.412,6.000
1936,winter wheat,3,b,*,3b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.082,71.715,0.870,1.328,6.000
1936,winter wheat,4,*,*,4,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.101,25.311,69.595,1.006,2.033,6.000
1936,winter wheat,5,a,*,5a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.626,73.212,1.040,1.708,6.000
1936,winter wheat,5,b,*,5b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.762,73.586,0.994,1.710,6.000
1936,winter wheat,6,*,*,6,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.101,27.080,74.459,0.771,1.186,6.000
1936,winter wheat,7,*,*,7,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.101,25.946,71.341,0.883,1.629,6.000
1936,winter wheat,8,a,i,8a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,26.853,73.835,0.263,0.429,6.000
1936,winter wheat,8,a,ii,8aa,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,26.989,74.209,1.062,1.735,6.000
1936,winter wheat,8,b,i,8b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,26.853,73.835,0.073,0.126,6.000
1936,winter wheat,8,b,ii,8bb,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.025,26.536,72.962,0.867,1.463,6.000
1936,winter wheat,9,a,*,9a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.989,74.209,0.736,1.202,6.000
1936,winter wheat,9,b,*,9b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.762,73.586,0.731,1.172,6.000
1936,winter wheat,10,a,*,10a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,27.216,74.833,0.481,0.710,6.000
1936,winter wheat,10,b,*,10b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.309,72.339,0.474,0.706,6.000
1936,winter wheat,11,a,*,11a,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,27.216,74.833,0.658,0.997,6.000
1936,winter wheat,11,b,*,11b,None,0.000,*,1935-10-29,1936-09-01,Red standard,0.051,26.762,73.586,0.941,1.522,6.000
1937,winter wheat,1,*,*,1,None,0.000,*,1936-10-01,1936-09-01,Red standard,0.101,25.402,69.844,1.128,2.086,*
1937,winter wheat,2,a,i,2a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,26.717,73.461,0.154,0.298,*
1937,winter wheat,2,a,ii,2aa,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,27.216,74.833,0.496,1.165,*
1937,winter wheat,2,b,i,2b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,26.989,74.209,0.863,1.509,*
1937,winter wheat,2,b,ii,2bb,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,26.762,73.586,0.861,1.490,*
1937,winter wheat,3,a,*,3a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.989,74.209,0.938,1.649,*
1937,winter wheat,3,b,*,3b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.989,74.209,0.770,1.270,*
1937,winter wheat,4,*,*,4,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.101,25.628,70.468,1.180,2.154,*
1937,winter wheat,5,a,*,5a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,27.216,74.833,0.569,1.171,*
1937,winter wheat,5,b,*,5b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.762,73.586,0.891,1.809,*
1937,winter wheat,6,*,*,6,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.101,27.307,75.082,0.808,1.552,7.000
1937,winter wheat,7,*,*,7,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.101,25.492,70.094,1.007,1.732,*
1937,winter wheat,8,a,i,8a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,26.717,73.461,0.081,0.244,*
1937,winter wheat,8,a,ii,8aa,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,27.216,74.833,0.343,0.768,*
1937,winter wheat,8,b,i,8b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,26.717,73.461,0.118,0.244,*
1937,winter wheat,8,b,ii,8bb,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.025,*,*,*,*,8.000
1937,winter wheat,9,a,*,9a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,27.443,75.457,0.592,1.514,7.000
1937,winter wheat,9,b,*,9b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.853,73.835,0.556,2.331,*
1937,winter wheat,10,a,*,10a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.536,72.962,0.817,1.366,*
1937,winter wheat,10,b,*,10b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.309,72.339,0.865,1.567,*
1937,winter wheat,11,a,*,11a,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,27.443,75.457,0.927,2.140,*
1937,winter wheat,11,b,*,11b,None,0.000,*,1936-10-01,1937-08-11,Red standard,0.051,26.536,72.962,0.763,2.025,7.000
1938,winter wheat,1,*,*,1,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.101,27.624,75.955,0.865,1.319,*
1938,winter wheat,2,a,i,2a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,*,*,0.064,0.110,9.000
1938,winter wheat,2,a,ii,2aa,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,27.216,74.833,0.320,0.447,9.000
1938,winter wheat,2,b,i,2b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,27.670,76.080,0.915,1.098,9.000
1938,winter wheat,2,b,ii,2bb,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,27.443,75.457,0.976,1.207,9.000
1938,winter wheat,3,a,*,3a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.670,76.080,0.735,1.006,9.000
1938,winter wheat,3,b,*,3b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.670,76.080,0.695,0.864,9.000
1938,winter wheat,4,*,*,4,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.101,27.715,76.205,0.973,1.480,9.000
1938,winter wheat,5,a,*,5a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.760,76.330,0.433,1.166,9.000
1938,winter wheat,5,b,*,5b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,28.350,77.951,0.935,1.112,9.000
1938,winter wheat,6,*,*,6,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.101,27.760,76.330,0.929,1.286,9.000
1938,winter wheat,7,*,*,7,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.101,27.534,75.706,0.919,1.309,9.000
1938,winter wheat,8,a,i,8a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,*,*,0.175,0.258,9.000
1938,winter wheat,8,a,ii,8aa,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,27.443,75.457,0.585,0.755,9.000
1938,winter wheat,8,b,i,8b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,*,*,0.152,0.203,9.000
1938,winter wheat,8,b,ii,8bb,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.025,27.670,76.080,0.834,1.032,9.000
1938,winter wheat,9,a,*,9a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.760,76.330,0.911,1.341,9.000
1938,winter wheat,9,b,*,9b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,28.305,77.826,1.175,1.626,9.000
1938,winter wheat,10,a,*,10a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.670,76.080,0.899,1.044,9.000
1938,winter wheat,10,b,*,10b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.760,76.330,0.956,1.129,9.000
1938,winter wheat,11,a,*,11a,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.760,76.330,1.090,1.424,9.000
1938,winter wheat,11,b,*,11b,None,0.000,*,1937-11-08,1938-08-17,Red standard,0.051,27.760,76.330,1.136,1.662,9.000
1939,winter wheat,1,*,*,1,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.101,*,*,0.504,1.094,*
1939,winter wheat,2,a,i,2a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.095,0.382,*
1939,winter wheat,2,a,ii,2aa,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.466,1.113,*
1939,winter wheat,2,b,i,2b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.295,0.949,*
1939,winter wheat,2,b,ii,2bb,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.378,0.755,*
1939,winter wheat,3,a,*,3a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.324,0.708,*
1939,winter wheat,3,b,*,3b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.174,0.433,*
1939,winter wheat,4,*,*,4,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.101,*,*,0.538,1.259,*
1939,winter wheat,5,a,*,5a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.731,1.526,*
1939,winter wheat,5,b,*,5b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.644,1.154,*
1939,winter wheat,6,*,*,6,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.101,*,*,0.487,1.142,*
1939,winter wheat,7,*,*,7,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.101,*,*,0.411,0.853,*
1939,winter wheat,8,a,i,8a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.113,0.249,*
1939,winter wheat,8,a,ii,8aa,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.700,1.252,*
1939,winter wheat,8,b,i,8b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.244,0.498,*
1939,winter wheat,8,b,ii,8bb,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.025,*,*,0.696,1.338,*
1939,winter wheat,9,a,*,9a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.385,1.179,*
1939,winter wheat,9,b,*,9b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.627,1.338,*
1939,winter wheat,10,a,*,10a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.305,0.669,*
1939,winter wheat,10,b,*,10b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.324,0.621,*
1939,winter wheat,11,a,*,11a,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.407,1.065,*
1939,winter wheat,11,b,*,11b,None,0.000,*,1939-10-17,1939-08-15,Red standard,0.051,*,*,0.496,1.470,*
1940,winter wheat,1,*,*,1,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.101,*,*,0.329,0.682,*
1940,winter wheat,2,a,i,2a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.000,0.091,*
1940,winter wheat,2,a,ii,2aa,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.009,0.165,*
1940,winter wheat,2,b,i,2b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.110,0.240,*
1940,winter wheat,2,b,ii,2bb,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.312,0.514,*
1940,winter wheat,3,a,*,3a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.501,0.808,*
1940,winter wheat,3,b,*,3b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.268,0.567,*
1940,winter wheat,4,*,*,4,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.101,*,*,*,*,2.000
1940,winter wheat,5,a,*,5a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.225,0.474,*
1940,winter wheat,5,b,*,5b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.243,0.675,*
1940,winter wheat,6,*,*,6,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.101,*,*,0.779,1.526,*
1940,winter wheat,7,*,*,7,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.101,*,*,0.450,1.044,*
1940,winter wheat,8,a,i,8a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.040,0.091,*
1940,winter wheat,8,a,ii,8aa,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.398,0.727,*
1940,winter wheat,8,b,i,8b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.082,0.127,*
1940,winter wheat,8,b,ii,8bb,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.025,*,*,0.244,0.506,*
1940,winter wheat,9,a,*,9a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.610,1.312,*
1940,winter wheat,9,b,*,9b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.531,1.030,*
1940,winter wheat,10,a,*,10a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.208,0.306,*
1940,winter wheat,10,b,*,10b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.259,0.500,*
1940,winter wheat,11,a,*,11a,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,0.662,0.986,*
1940,winter wheat,11,b,*,11b,None,0.000,*,1939-11-02,1940-08-17,Red standard,0.051,*,*,1.029,1.927,*
1941,winter wheat,1,*,*,1,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.101,*,*,*,*,2.000
1941,winter wheat,2,a,i,2a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.000,0.000,*
1941,winter wheat,2,a,ii,2aa,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.086,0.271,*
1941,winter wheat,2,b,i,2b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.127,0.286,*
1941,winter wheat,2,b,ii,2bb,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.592,1.252,*
1941,winter wheat,3,a,*,3a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.048,2.090,*
1941,winter wheat,3,b,*,3b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,0.718,1.258,*
1941,winter wheat,4,*,*,4,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.101,*,*,1.093,2.826,*
1941,winter wheat,5,a,*,5a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,0.289,0.684,*
1941,winter wheat,5,b,*,5b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.138,2.034,*
1941,winter wheat,6,*,*,6,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.101,*,*,1.509,2.517,*
1941,winter wheat,7,*,*,7,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.101,*,*,0.762,2.139,*
1941,winter wheat,8,a,i,8a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.000,0.000,*
1941,winter wheat,8,a,ii,8aa,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.077,0.198,*
1941,winter wheat,8,b,i,8b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.063,0.198,*
1941,winter wheat,8,b,ii,8bb,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.025,*,*,0.312,0.741,*
1941,winter wheat,9,a,*,9a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.249,2.713,*
1941,winter wheat,9,b,*,9b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.030,2.017,*
1941,winter wheat,10,a,*,10a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,*,*,2.000
1941,winter wheat,10,b,*,10b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,*,*,2.000
1941,winter wheat,11,a,*,11a,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.341,2.407,*
1941,winter wheat,11,b,*,11b,N,52.687,1941-03-21,1940-10-16,*,Red standard,0.051,*,*,1.357,3.145,*
1942,winter wheat,1,*,*,1,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.101,*,*,0.239,0.762,*
1942,winter wheat,2,a,i,2a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,*,*,*
1942,winter wheat,2,a,ii,2aa,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,*,*,*
1942,winter wheat,2,b,i,2b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,*,*,*
1942,winter wheat,2,b,ii,2bb,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,0.054,0.180,*
1942,winter wheat,3,a,*,3a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.338,1.001,*
1942,winter wheat,3,b,*,3b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.364,0.756,*
1942,winter wheat,4,*,*,4,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.101,*,*,0.752,1.564,*
1942,winter wheat,5,a,*,5a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.089,0.467,*
1942,winter wheat,5,b,*,5b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.192,0.408,*
1942,winter wheat,6,*,*,6,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.101,*,*,0.893,2.289,*
1942,winter wheat,7,*,*,7,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.101,*,*,0.374,1.010,*
1942,winter wheat,8,a,i,8a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,0.000,0.000,*
1942,winter wheat,8,a,ii,8aa,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,0.075,0.470,*
1942,winter wheat,8,b,i,8b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,0.000,0.000,*
1942,winter wheat,8,b,ii,8bb,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.025,*,*,0.194,0.791,*
1942,winter wheat,9,a,*,9a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.856,2.162,*
1942,winter wheat,9,b,*,9b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.589,1.500,*
1942,winter wheat,10,a,*,10a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.428,0.670,*
1942,winter wheat,10,b,*,10b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.416,0.995,*
1942,winter wheat,11,a,*,11a,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,0.928,1.699,*
1942,winter wheat,11,b,*,11b,N,52.687,1942-05-05,1941-11-19,1942-08-17,Red standard,0.051,*,*,1.307,3.061,*
